timestamp,file_pdf,file_output,status,keterangan,n_pages,char_mentah,char_bersih,rasio_char,jumlah_token
2026-06-26 20:46:37,12054_K_PID.SUS_2025.pdf,case_033.txt,TERSIMPAN_OK,"LULUS — 12,245 karakter, rasio 99.8%, 7/9 marker",7,12266,12245,0.9983,1338
2026-06-26 20:46:37,12055_K_PID.SUS_2025.pdf,case_034.txt,TERSIMPAN_OK,"LULUS — 9,558 karakter, rasio 96.7%, 6/9 marker",6,9888,9558,0.9666,1236
2026-06-26 20:46:38,12064_K_PID.SUS_2025.pdf,case_035.txt,TERSIMPAN_OK,"LULUS — 17,249 karakter, rasio 97.0%, 8/9 marker",10,17778,17249,0.9702,2287
2026-06-26 20:46:39,12065_K_PID.SUS_2025.pdf,case_036.txt,TERSIMPAN_OK,"LULUS — 18,271 karakter, rasio 97.0%, 6/9 marker",10,18840,18271,0.9698,2452
2026-06-26 20:46:40,12066_K_PID.SUS_2025.pdf,case_037.txt,TERSIMPAN_OK,"LULUS — 14,178 karakter, rasio 97.1%, 8/9 marker",8,14606,14178,0.9707,1881
2026-06-26 20:46:40,12067_K_PID.SUS_2025.pdf,case_038.txt,TERSIMPAN_OK,"LULUS — 15,617 karakter, rasio 97.0%, 8/9 marker",9,16098,15617,0.9701,2021
2026-06-26 20:46:41,12068_K_PID.SUS_2025.pdf,case_039.txt,TERSIMPAN_OK,"LULUS — 16,476 karakter, rasio 96.9%, 7/9 marker",10,17011,16476,0.9685,2129
2026-06-26 20:46:42,12074_K_PID.SUS_2025.pdf,case_040.txt,TERSIMPAN_OK,"LULUS — 15,939 karakter, rasio 99.7%, 7/9 marker",9,15981,15939,0.9974,1694
2026-06-26 20:46:43,12076_K_PID.SUS_2025.pdf,case_041.txt,TERSIMPAN_OK,"LULUS — 14,969 karakter, rasio 97.2%, 8/9 marker",8,15408,14969,0.9715,1947
2026-06-26 20:46:44,12077_K_PID.SUS_2025.pdf,case_042.txt,TERSIMPAN_OK,"LULUS — 14,069 karakter, rasio 99.6%, 8/9 marker",8,14132,14069,0.9955,1864
2026-06-26 20:46:45,12078_K_PID.SUS_2025.pdf,case_043.txt,TERSIMPAN_OK,"LULUS — 13,619 karakter, rasio 99.9%, 7/9 marker",8,13631,13619,0.9991,1505
2026-06-26 20:46:46,12079_K_PID.SUS_2025.pdf,case_044.txt,TERSIMPAN_OK,"LULUS — 15,733 karakter, rasio 97.1%, 7/9 marker",9,16206,15733,0.9708,2036
2026-06-26 20:46:46,12080_K_PID.SUS_2025.pdf,case_045.txt,TERSIMPAN_OK,"LULUS — 17,788 karakter, rasio 97.1%, 7/9 marker",10,18312,17788,0.9714,2310
2026-06-26 20:46:47,12086_K_PID.SUS_2025.pdf,case_046.txt,TERSIMPAN_OK,"LULUS — 14,071 karakter, rasio 97.0%, 9/9 marker",8,14507,14071,0.9699,1897
2026-06-26 20:46:48,12089_K_PID.SUS_2025.pdf,case_047.txt,TERSIMPAN_OK,"LULUS — 21,089 karakter, rasio 99.8%, 7/9 marker",12,21127,21089,0.9982,2490
2026-06-26 20:46:49,12090_K_PID.SUS_2025.pdf,case_048.txt,TERSIMPAN_OK,"LULUS — 13,208 karakter, rasio 99.5%, 8/9 marker",7,13270,13208,0.9953,1733
2026-06-26 20:46:50,12091_K_PID.SUS_2025.pdf,case_049.txt,TERSIMPAN_OK,"LULUS — 16,051 karakter, rasio 96.7%, 8/9 marker",9,16594,16051,0.9673,2085
2026-06-26 20:46:51,12100_K_PID.SUS_2025.pdf,case_050.txt,TERSIMPAN_OK,"LULUS — 22,475 karakter, rasio 97.2%, 9/9 marker",12,23134,22475,0.9715,3044
2026-06-26 20:46:52,12211_K_PID.SUS_2025.pdf,case_051.txt,TERSIMPAN_OK,"LULUS — 12,412 karakter, rasio 97.0%, 8/9 marker",7,12792,12412,0.9703,1595
2026-06-26 20:46:52,12212_K_PID.SUS_2025.pdf,case_052.txt,TERSIMPAN_OK,"LULUS — 14,016 karakter, rasio 96.8%, 9/9 marker",8,14479,14016,0.968,1809
2026-06-26 20:46:53,12330_K_PID.SUS_2025.pdf,case_053.txt,TERSIMPAN_OK,"LULUS — 14,216 karakter, rasio 99.6%, 8/9 marker",8,14267,14216,0.9964,1861
2026-06-26 20:46:53,12345_K_PID.SUS_2025.pdf,case_054.txt,TERSIMPAN_OK,"LULUS — 14,423 karakter, rasio 97.1%, 8/9 marker",8,14859,14423,0.9707,1890
2026-06-26 20:46:54,12348_K_PID.SUS_2025.pdf,case_055.txt,TERSIMPAN_OK,"LULUS — 14,544 karakter, rasio 97.1%, 7/9 marker",8,14980,14544,0.9709,1928
2026-06-26 20:46:55,12352_K_PID.SUS_2025.pdf,case_056.txt,TERSIMPAN_OK,"LULUS — 14,435 karakter, rasio 96.7%, 9/9 marker",8,14922,14435,0.9674,1863
2026-06-26 20:46:56,12355_K_PID.SUS_2025.pdf,case_057.txt,TERSIMPAN_OK,"LULUS — 19,044 karakter, rasio 97.2%, 6/9 marker",10,19600,19044,0.9716,2497
2026-06-26 20:46:57,12358_K_PID.SUS_2025.pdf,case_058.txt,TERSIMPAN_OK,"LULUS — 11,115 karakter, rasio 97.1%, 8/9 marker",6,11443,11115,0.9713,1438
2026-06-26 20:46:57,12360_K_PID.SUS_2025.pdf,case_059.txt,TERSIMPAN_OK,"LULUS — 17,885 karakter, rasio 97.1%, 9/9 marker",10,18415,17885,0.9712,2371
2026-06-26 20:46:58,12361_K_PID.SUS_2025.pdf,case_060.txt,TERSIMPAN_OK,"LULUS — 15,497 karakter, rasio 97.0%, 8/9 marker",9,15979,15497,0.9698,2018
2026-06-26 20:46:59,12362_K_PID.SUS_2025.pdf,case_061.txt,TERSIMPAN_OK,"LULUS — 16,502 karakter, rasio 97.2%, 8/9 marker",9,16983,16502,0.9717,2155
2026-06-26 20:47:00,12365_K_PID.SUS_2025.pdf,case_062.txt,TERSIMPAN_OK,"LULUS — 13,617 karakter, rasio 97.0%, 9/9 marker",8,14039,13617,0.9699,1779
2026-06-26 20:47:00,12366_K_PID.SUS_2025.pdf,case_063.txt,TERSIMPAN_OK,"LULUS — 13,016 karakter, rasio 96.8%, 8/9 marker",8,13443,13016,0.9682,1663
2026-06-26 20:47:01,12369_K_PID.SUS_2025.pdf,case_064.txt,TERSIMPAN_OK,"LULUS — 12,513 karakter, rasio 99.5%, 8/9 marker",7,12576,12513,0.995,1649
2026-06-26 20:47:01,12372_K_PID.SUS_2025.pdf,case_065.txt,TERSIMPAN_OK,"LULUS — 11,487 karakter, rasio 96.7%, 9/9 marker",7,11876,11487,0.9672,1504
2026-06-26 20:47:02,12373_K_PID.SUS_2025.pdf,case_066.txt,TERSIMPAN_OK,"LULUS — 13,968 karakter, rasio 97.0%, 9/9 marker",8,14399,13968,0.9701,1832
2026-06-26 20:47:03,12374_K_PID.SUS_2025.pdf,case_067.txt,TERSIMPAN_OK,"LULUS — 11,297 karakter, rasio 96.7%, 7/9 marker",7,11678,11297,0.9674,1458
2026-06-26 20:47:03,12377_K_PID.SUS_2025.pdf,case_068.txt,TERSIMPAN_OK,"LULUS — 11,120 karakter, rasio 97.4%, 8/9 marker",6,11421,11120,0.9736,1419
2026-06-26 20:47:04,12382_K_PID.SUS_2025.pdf,case_069.txt,TERSIMPAN_OK,"LULUS — 16,827 karakter, rasio 96.8%, 8/9 marker",10,17384,16827,0.968,2233
2026-06-26 20:47:05,12383_K_PID.SUS_2025.pdf,case_070.txt,TERSIMPAN_OK,"LULUS — 12,375 karakter, rasio 96.8%, 7/9 marker",7,12778,12375,0.9685,1650
2026-06-26 20:47:05,1348_K_Pid.Sus_2023.pdf,case_071.txt,TERSIMPAN_OK,"LULUS — 9,844 karakter, rasio 96.6%, 7/9 marker",6,10191,9844,0.966,1280
2026-06-26 20:47:06,1355_K_PID.SUS_2026.pdf,case_072.txt,TERSIMPAN_OK,"LULUS — 10,723 karakter, rasio 97.0%, 6/9 marker",6,11056,10723,0.9699,1396
2026-06-26 20:47:06,1476_K_Pid.Sus_2020.pdf,case_073.txt,TERSIMPAN_OK,"LULUS — 10,586 karakter, rasio 99.4%, 7/9 marker",6,10653,10586,0.9937,1413
2026-06-26 20:47:07,151_K_Pid.Sus_2021.pdf,case_074.txt,TERSIMPAN_OK,"LULUS — 16,126 karakter, rasio 99.6%, 8/9 marker",9,16195,16126,0.9957,2115
2026-06-26 20:47:07,1705_K_PID.SUS_2026.pdf,case_075.txt,TERSIMPAN_OK,"LULUS — 19,340 karakter, rasio 96.9%, 9/9 marker",11,19968,19340,0.9685,2612
2026-06-26 20:47:08,2001_K_PID.SUS_2026.pdf,case_076.txt,TERSIMPAN_OK,"LULUS — 21,377 karakter, rasio 99.7%, 9/9 marker",12,21440,21377,0.9971,2848
2026-06-26 20:47:09,2087_K_PID.SUS_2026.pdf,case_077.txt,TERSIMPAN_OK,"LULUS — 15,593 karakter, rasio 96.7%, 8/9 marker",9,16131,15593,0.9666,2015
2026-06-26 20:47:10,2088_K_PID.SUS_2026.pdf,case_078.txt,TERSIMPAN_OK,"LULUS — 14,221 karakter, rasio 97.0%, 8/9 marker",8,14661,14221,0.97,1860
2026-06-26 20:47:11,2139_K_PID.SUS_2026.pdf,case_079.txt,TERSIMPAN_OK,"LULUS — 14,134 karakter, rasio 97.2%, 7/9 marker",8,14540,14134,0.9721,1809
2026-06-26 20:47:11,2238_K_PID.SUS_2026.pdf,case_080.txt,TERSIMPAN_OK,"LULUS — 12,806 karakter, rasio 96.6%, 8/9 marker",8,13252,12806,0.9663,1703
2026-06-26 20:47:12,2559_K_PID.SUS_2026.pdf,case_081.txt,TERSIMPAN_OK,"LULUS — 10,307 karakter, rasio 97.0%, 8/9 marker",6,10627,10307,0.9699,1324
2026-06-26 20:47:13,2625_K_Pid.Sus_2020.pdf,case_082.txt,TERSIMPAN_OK,"LULUS — 10,399 karakter, rasio 99.1%, 8/9 marker",7,10489,10399,0.9914,1356
2026-06-26 20:47:13,2753_K_PID.SUS_2026.pdf,case_083.txt,TERSIMPAN_OK,"LULUS — 12,477 karakter, rasio 99.4%, 8/9 marker",7,12557,12477,0.9936,1621
2026-06-26 20:47:14,2901_K_Pid.Sus_2017.pdf,case_084.txt,TERSIMPAN_OK,"LULUS — 8,913 karakter, rasio 99.5%, 7/9 marker",5,8955,8913,0.9953,1127
2026-06-26 20:47:15,292_K_PID.SUS_2026.pdf,case_085.txt,TERSIMPAN_OK,"LULUS — 18,754 karakter, rasio 99.7%, 7/9 marker",11,18818,18754,0.9966,2493
2026-06-26 20:47:16,2961_K_PID.SUS_2026.pdf,case_086.txt,TERSIMPAN_OK,"LULUS — 14,703 karakter, rasio 97.3%, 7/9 marker",8,15116,14703,0.9727,1929
2026-06-26 20:47:16,3013_K_PID.SUS_2026.pdf,case_087.txt,TERSIMPAN_OK,"LULUS — 16,492 karakter, rasio 97.2%, 8/9 marker",9,16975,16492,0.9715,2232
2026-06-26 20:47:17,3222_K_PID.SUS_2026.pdf,case_088.txt,TERSIMPAN_OK,"LULUS — 11,421 karakter, rasio 96.8%, 7/9 marker",7,11802,11421,0.9677,1472
2026-06-26 20:47:18,3223_K_PID.SUS_2026.pdf,case_089.txt,TERSIMPAN_OK,"LULUS — 18,039 karakter, rasio 97.0%, 7/9 marker",10,18606,18039,0.9695,2371
2026-06-26 20:47:19,3942_K_PID.SUS_2026.pdf,case_090.txt,TERSIMPAN_OK,"LULUS — 20,784 karakter, rasio 99.7%, 7/9 marker",11,20851,20784,0.9968,2741
2026-06-26 20:47:20,4043_K_PID.SUS_2026.pdf,case_091.txt,TERSIMPAN_OK,"LULUS — 12,601 karakter, rasio 96.7%, 7/9 marker",7,13037,12601,0.9666,1637
2026-06-26 20:47:21,4044_K_PID.SUS_2026.pdf,case_092.txt,TERSIMPAN_OK,"LULUS — 13,710 karakter, rasio 96.6%, 8/9 marker",8,14197,13710,0.9657,1780
2026-06-26 20:47:21,4054_K_PID.SUS_2026.pdf,case_093.txt,TERSIMPAN_OK,"LULUS — 13,777 karakter, rasio 96.8%, 8/9 marker",8,14226,13777,0.9684,1804
2026-06-26 20:47:22,4428_K_PID.SUS_2026.pdf,case_094.txt,TERSIMPAN_OK,"LULUS — 21,343 karakter, rasio 97.2%, 9/9 marker",12,21949,21343,0.9724,2864
2026-06-26 20:47:23,4462_K_PID.SUS_2026.pdf,case_095.txt,TERSIMPAN_OK,"LULUS — 12,933 karakter, rasio 96.7%, 7/9 marker",8,13379,12933,0.9667,1680
2026-06-26 20:47:24,4651_K_PID.SUS_2026.pdf,case_096.txt,TERSIMPAN_OK,"LULUS — 16,149 karakter, rasio 96.9%, 8/9 marker",9,16663,16149,0.9692,2126
2026-06-26 20:47:24,4690_K_Pid.Sus_2021.pdf,case_097.txt,TERSIMPAN_OK,"LULUS — 9,715 karakter, rasio 99.3%, 7/9 marker",6,9782,9715,0.9932,1207
2026-06-26 20:47:25,490_K_PID.SUS_2025.pdf,case_098.txt,TERSIMPAN_OK,"LULUS — 9,041 karakter, rasio 97.0%, 8/9 marker",5,9325,9041,0.9695,1202
2026-06-26 20:47:25,499_K_PID.SUS_2025.pdf,case_099.txt,TERSIMPAN_OK,"LULUS — 19,457 karakter, rasio 99.5%, 8/9 marker",10,19560,19457,0.9947,2560
2026-06-26 20:47:26,5346_K_PID.SUS_2026.pdf,case_100.txt,TERSIMPAN_OK,"LULUS — 15,651 karakter, rasio 97.0%, 7/9 marker",9,16130,15651,0.9703,2044
2026-06-26 20:47:27,5354_K_PID.SUS_2026.pdf,case_101.txt,TERSIMPAN_OK,"LULUS — 19,572 karakter, rasio 97.2%, 8/9 marker",11,20141,19572,0.9717,2614
2026-06-26 20:47:28,536_K_Pid.Sus_2021.pdf,case_102.txt,TERSIMPAN_OK,"LULUS — 11,047 karakter, rasio 99.3%, 8/9 marker",9,11120,11047,0.9934,1443
2026-06-26 20:47:29,547_K_PID.SUS_2026.pdf,case_103.txt,TERSIMPAN_OK,"LULUS — 16,711 karakter, rasio 97.3%, 8/9 marker",9,17172,16711,0.9732,2179
2026-06-26 20:47:30,5916_K_PID.SUS_2026.pdf,case_104.txt,TERSIMPAN_OK,"LULUS — 17,041 karakter, rasio 97.3%, 8/9 marker",9,17514,17041,0.973,2242
2026-06-26 20:47:31,6246_K_PID.SUS_2026.pdf,case_105.txt,TERSIMPAN_OK,"LULUS — 22,802 karakter, rasio 97.3%, 8/9 marker",12,23425,22802,0.9734,3099
2026-06-26 20:47:32,6567_K_Pid.Sus_2023.pdf,case_106.txt,PERLU_CEK,KURANG_MARKER — 4/9 (min 5),3,3987,3932,0.9862,503
2026-06-26 20:47:32,6712_K_PID.SUS_2026.pdf,case_107.txt,TERSIMPAN_OK,"LULUS — 13,021 karakter, rasio 97.0%, 7/9 marker",8,13428,13021,0.9697,1696
2026-06-26 20:47:33,6737_K_PID.SUS_2026.pdf,case_108.txt,TERSIMPAN_OK,"LULUS — 11,648 karakter, rasio 96.4%, 8/9 marker",7,12082,11648,0.9641,1515
2026-06-26 20:47:34,6791_K_PID.SUS_2026.pdf,case_109.txt,TERSIMPAN_OK,"LULUS — 15,030 karakter, rasio 96.6%, 7/9 marker",9,15553,15030,0.9664,1984
2026-06-26 20:47:34,7050_K_PID.SUS_2026.pdf,case_110.txt,TERSIMPAN_OK,"LULUS — 14,339 karakter, rasio 97.2%, 8/9 marker",8,14753,14339,0.9719,1881
2026-06-26 20:47:35,7214_K_PID.SUS_2026.pdf,case_111.txt,TERSIMPAN_OK,"LULUS — 11,432 karakter, rasio 96.8%, 6/9 marker",7,11805,11432,0.9684,1477
2026-06-26 20:47:36,7303_K_PID.SUS_2026.pdf,case_112.txt,TERSIMPAN_OK,"LULUS — 10,478 karakter, rasio 97.0%, 7/9 marker",6,10807,10478,0.9696,1378
2026-06-26 20:47:36,7801_K_PID.SUS_2026.pdf,case_113.txt,TERSIMPAN_OK,"LULUS — 13,460 karakter, rasio 97.3%, 8/9 marker",7,13832,13460,0.9731,1791
2026-06-26 20:47:37,7844_K_PID.SUS_2025.pdf,case_114.txt,TERSIMPAN_OK,"LULUS — 14,925 karakter, rasio 96.7%, 9/9 marker",9,15441,14925,0.9666,1963
2026-06-26 20:47:38,7885_K_PID.SUS_2025.pdf,case_115.txt,TERSIMPAN_OK,"LULUS — 12,109 karakter, rasio 97.0%, 8/9 marker",7,12483,12109,0.97,1570
2026-06-26 20:47:38,7939_K_PID.SUS_2025.pdf,case_116.txt,TERSIMPAN_OK,"LULUS — 13,030 karakter, rasio 96.9%, 8/9 marker",7,13444,13030,0.9692,1735
2026-06-26 20:47:39,8009_K_PID.SUS_2025.pdf,case_117.txt,TERSIMPAN_OK,"LULUS — 15,971 karakter, rasio 97.1%, 7/9 marker",9,16454,15971,0.9706,2124
2026-06-26 20:47:40,8020_K_PID.SUS_2025.pdf,case_118.txt,TERSIMPAN_OK,"LULUS — 12,294 karakter, rasio 96.9%, 8/9 marker",7,12687,12294,0.969,1636
2026-06-26 20:47:40,8242_K_PID.SUS_2025.pdf,case_119.txt,TERSIMPAN_OK,"LULUS — 14,256 karakter, rasio 96.7%, 7/9 marker",8,14736,14256,0.9674,1905
2026-06-26 20:47:41,825_K_PID.SUS_2026.pdf,case_120.txt,TERSIMPAN_OK,"LULUS — 11,263 karakter, rasio 96.7%, 7/9 marker",7,11642,11263,0.9674,1489
2026-06-26 20:47:42,8300_K_PID.SUS_2025.pdf,case_121.txt,TERSIMPAN_OK,"LULUS — 14,752 karakter, rasio 97.2%, 9/9 marker",8,15174,14752,0.9722,1938
2026-06-26 20:47:43,8435_K_PID.SUS_2025.pdf,case_122.txt,TERSIMPAN_OK,"LULUS — 18,172 karakter, rasio 96.9%, 8/9 marker",10,18762,18172,0.9686,2442
2026-06-26 20:47:44,84_K_Pid.Sus_2021.pdf,case_123.txt,TERSIMPAN_OK,"LULUS — 10,493 karakter, rasio 99.4%, 8/9 marker",9,10556,10493,0.994,1344
2026-06-26 20:47:44,8563_K_PID.SUS_2025.pdf,case_124.txt,TERSIMPAN_OK,"LULUS — 12,565 karakter, rasio 97.1%, 7/9 marker",7,12939,12565,0.9711,1640
2026-06-26 20:47:45,8693_K_PID.SUS_2025.pdf,case_125.txt,TERSIMPAN_OK,"LULUS — 15,739 karakter, rasio 99.6%, 8/9 marker",9,15805,15739,0.9958,2084
2026-06-26 20:47:46,875_K_PID.SUS_2026.pdf,case_126.txt,TERSIMPAN_OK,"LULUS — 14,967 karakter, rasio 96.9%, 8/9 marker",9,15442,14967,0.9692,1942
2026-06-26 20:47:47,8941_K_PID.SUS_2025.pdf,case_127.txt,TERSIMPAN_OK,"LULUS — 10,528 karakter, rasio 99.4%, 9/9 marker",6,10593,10528,0.9939,1377
2026-06-26 20:47:48,8953_K_PID.SUS_2025.pdf,case_128.txt,TERSIMPAN_OK,"LULUS — 14,407 karakter, rasio 97.2%, 9/9 marker",8,14827,14407,0.9717,1916
2026-06-26 20:47:48,8972_K_PID.SUS_2025.pdf,case_129.txt,TERSIMPAN_OK,"LULUS — 22,163 karakter, rasio 99.5%, 6/9 marker",13,22270,22163,0.9952,2502
2026-06-26 20:47:50,914_K_PID.SUS_2026.pdf,case_130.txt,TERSIMPAN_OK,"LULUS — 11,132 karakter, rasio 97.2%, 8/9 marker",6,11448,11132,0.9724,1463
2026-06-26 20:47:51,9161_K_PID.SUS_2025.pdf,case_131.txt,TERSIMPAN_OK,"LULUS — 11,554 karakter, rasio 99.6%, 8/9 marker",7,11598,11554,0.9962,1523
2026-06-26 20:47:51,9261_K_PID.SUS_2025.pdf,case_132.txt,TERSIMPAN_OK,"LULUS — 14,966 karakter, rasio 97.3%, 8/9 marker",8,15385,14966,0.9728,1952
2026-06-26 20:47:52,9285_K_PID.SUS_2025.pdf,case_133.txt,TERSIMPAN_OK,"LULUS — 13,759 karakter, rasio 99.7%, 6/9 marker",8,13802,13759,0.9969,1541
2026-06-26 20:47:53,9402_K_PID.SUS_2025.pdf,case_134.txt,TERSIMPAN_OK,"LULUS — 10,074 karakter, rasio 96.5%, 9/9 marker",6,10439,10074,0.965,1315
2026-06-26 20:47:54,9557_K_PID.SUS_2025.pdf,case_135.txt,TERSIMPAN_OK,"LULUS — 14,147 karakter, rasio 96.8%, 7/9 marker",8,14612,14147,0.9682,1853
2026-06-26 20:47:54,9689_K_PID.SUS_2025.pdf,case_136.txt,TERSIMPAN_OK,"LULUS — 15,143 karakter, rasio 97.1%, 8/9 marker",9,15601,15143,0.9706,2009
2026-06-26 20:47:55,9730_K_PID.SUS_2025.pdf,case_137.txt,TERSIMPAN_OK,"LULUS — 16,376 karakter, rasio 99.6%, 9/9 marker",9,16439,16376,0.9962,2173
2026-06-26 20:47:56,9766_K_PID.SUS_2025.pdf,case_138.txt,TERSIMPAN_OK,"LULUS — 15,808 karakter, rasio 97.2%, 8/9 marker",9,16269,15808,0.9717,2066
2026-06-26 20:47:57,9796_K_PID.SUS_2025.pdf,case_139.txt,TERSIMPAN_OK,"LULUS — 11,845 karakter, rasio 99.4%, 7/9 marker",7,11916,11845,0.994,1570
2026-06-26 20:47:57,9798_K_PID.SUS_2025.pdf,case_140.txt,TERSIMPAN_OK,"LULUS — 13,823 karakter, rasio 96.9%, 8/9 marker",8,14264,13823,0.9691,1867
